2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,6°C | Umid: 52,7% | Press: 1008,2 hPa | Vento: 5,7 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,9°C | Umid: 63,2% | Press: 1008,0 hPa | Vento: 7,7 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,9°C | Umid: 69,6% | Press: 1008,0 hPa | Vento: 6,5 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,8°C | Umid: 53,6% | Press: 1007,1 hPa | Vento: 5,3 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,8°C | Umid: 56,4% | Press: 1009,4 hPa | Vento: 5,6 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,4°C | Umid: 60,3% | Press: 1006,1 hPa | Vento: 7,0 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,5°C | Umid: 65,8% | Press: 1008,9 hPa | Vento: 7,8 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,3°C | Umid: 69,4% | Press: 1007,0 hPa | Vento: 7,1 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,9°C | Umid: 62,9% | Press: 1011,7 hPa | Vento: 5,6 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,4°C | Umid: 69,0% | Press: 1009,7 hPa | Vento: 7,8 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,7°C | Umid: 51,8% | Press: 1010,1 hPa | Vento: 5,2 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,9°C | Umid: 54,8% | Press: 1013,5 hPa | Vento: 7,1 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,4°C | Umid: 60,9% | Press: 1007,3 hPa | Vento: 7,5 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,3°C | Umid: 52,8% | Press: 1012,7 hPa | Vento: 5,5 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,3°C | Umid: 53,2% | Press: 1014,7 hPa | Vento: 7,1 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,8°C | Umid: 63,7% | Press: 1008,2 hPa | Vento: 6,4 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,7°C | Umid: 64,6% | Press: 1013,3 hPa | Vento: 7,3 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,0°C | Umid: 50,4% | Press: 1005,2 hPa | Vento: 5,8 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,7°C | Umid: 60,0% | Press: 1014,9 hPa | Vento: 6,6 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,9°C | Umid: 52,1% | Press: 1010,6 hPa | Vento: 5,0 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,0°C | Umid: 59,9% | Press: 1012,2 hPa | Vento: 5,5 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,1°C | Umid: 54,0% | Press: 1012,1 hPa | Vento: 7,5 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,5°C | Umid: 58,0% | Press: 1005,1 hPa | Vento: 5,5 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,7°C | Umid: 54,2% | Press: 1008,7 hPa | Vento: 7,2 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,3°C | Umid: 52,3% | Press: 1012,7 hPa | Vento: 7,0 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,4°C | Umid: 51,0% | Press: 1008,0 hPa | Vento: 6,7 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,3°C | Umid: 67,8% | Press: 1009,1 hPa | Vento: 5,1 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,9°C | Umid: 59,0% | Press: 1012,5 hPa | Vento: 5,6 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,6°C | Umid: 51,4% | Press: 1008,8 hPa | Vento: 6,0 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,7°C | Umid: 62,4% | Press: 1014,1 hPa | Vento: 7,5 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,4°C | Umid: 67,5% | Press: 1005,1 hPa | Vento: 7,0 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,1°C | Umid: 57,5% | Press: 1013,4 hPa | Vento: 5,2 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,4°C | Umid: 58,8% | Press: 1008,5 hPa | Vento: 5,9 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,8°C | Umid: 56,7% | Press: 1008,5 hPa | Vento: 6,5 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,8°C | Umid: 55,0% | Press: 1007,6 hPa | Vento: 7,0 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,8°C | Umid: 64,4% | Press: 1006,8 hPa | Vento: 5,2 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,9°C | Umid: 53,1% | Press: 1007,6 hPa | Vento: 4,9 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,4°C | Umid: 55,8% | Press: 1006,1 hPa | Vento: 7,1 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,7°C | Umid: 56,9% | Press: 1006,2 hPa | Vento: 6,1 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,2°C | Umid: 61,2% | Press: 1008,8 hPa | Vento: 5,7 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,8°C | Umid: 57,6% | Press: 1008,5 hPa | Vento: 7,0 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,3°C | Umid: 67,2% | Press: 1005,0 hPa | Vento: 5,8 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,5°C | Umid: 62,4% | Press: 1009,7 hPa | Vento: 8,0 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 26,7°C | Umid: 65,5% | Press: 1008,5 hPa | Vento: 5,4 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,5°C | Umid: 52,2% | Press: 1011,0 hPa | Vento: 6,2 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 28,3°C | Umid: 52,8% | Press: 1012,5 hPa | Vento: 7,9 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,0°C | Umid: 61,4% | Press: 1013,6 hPa | Vento: 7,3 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 29,0°C | Umid: 54,0% | Press: 1007,2 hPa | Vento: 7,0 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,0°C | Umid: 51,5% | Press: 1006,5 hPa | Vento: 7,3 m/s
2025-07-28 11:07:22 [INFO] [2025-07-28 11:07:22] Temp: 27,8°C | Umid: 68,2% | Press: 1005,1 hPa | Vento: 6,5 m/s
