2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,6°C | Umid: 72,3% | Press: 991,2 hPa | Vento: 3,1 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,6°C | Umid: 73,3% | Press: 990,5 hPa | Vento: 3,9 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,5°C | Umid: 60,8% | Press: 992,3 hPa | Vento: 5,7 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 20,5°C | Umid: 65,5% | Press: 995,5 hPa | Vento: 7,1 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,0°C | Umid: 74,0% | Press: 989,8 hPa | Vento: 3,2 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,9°C | Umid: 70,0% | Press: 992,6 hPa | Vento: 5,8 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,2°C | Umid: 73,3% | Press: 994,2 hPa | Vento: 5,2 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,0°C | Umid: 70,5% | Press: 990,9 hPa | Vento: 4,8 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,9°C | Umid: 72,8% | Press: 991,8 hPa | Vento: 7,3 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,8°C | Umid: 71,4% | Press: 989,3 hPa | Vento: 4,2 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,6°C | Umid: 67,1% | Press: 992,8 hPa | Vento: 4,1 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 20,2°C | Umid: 67,2% | Press: 994,6 hPa | Vento: 7,7 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,5°C | Umid: 59,9% | Press: 990,9 hPa | Vento: 5,8 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 20,7°C | Umid: 70,1% | Press: 994,1 hPa | Vento: 6,3 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,7°C | Umid: 65,3% | Press: 996,4 hPa | Vento: 7,3 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,3°C | Umid: 70,7% | Press: 992,6 hPa | Vento: 5,9 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,2°C | Umid: 76,2% | Press: 992,2 hPa | Vento: 3,3 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 20,7°C | Umid: 70,1% | Press: 994,1 hPa | Vento: 6,3 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,0°C | Umid: 73,5% | Press: 992,3 hPa | Vento: 6,9 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,0°C | Umid: 69,1% | Press: 989,7 hPa | Vento: 7,1 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,8°C | Umid: 71,0% | Press: 991,8 hPa | Vento: 6,5 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,2°C | Umid: 70,5% | Press: 990,6 hPa | Vento: 6,6 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,6°C | Umid: 71,8% | Press: 991,6 hPa | Vento: 6,4 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,6°C | Umid: 72,3% | Press: 994,5 hPa | Vento: 5,2 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,7°C | Umid: 59,2% | Press: 991,5 hPa | Vento: 5,3 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,1°C | Umid: 63,5% | Press: 995,9 hPa | Vento: 6,7 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,6°C | Umid: 68,7% | Press: 993,0 hPa | Vento: 4,7 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,4°C | Umid: 60,6% | Press: 990,6 hPa | Vento: 4,9 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,4°C | Umid: 75,4% | Press: 990,9 hPa | Vento: 2,8 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,7°C | Umid: 63,7% | Press: 992,2 hPa | Vento: 5,1 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 23,4°C | Umid: 73,0% | Press: 990,1 hPa | Vento: 6,6 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,8°C | Umid: 62,7% | Press: 992,8 hPa | Vento: 5,4 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,8°C | Umid: 64,2% | Press: 993,2 hPa | Vento: 5,6 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 23,0°C | Umid: 71,3% | Press: 991,4 hPa | Vento: 5,1 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,4°C | Umid: 72,4% | Press: 993,7 hPa | Vento: 5,6 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,3°C | Umid: 74,0% | Press: 992,9 hPa | Vento: 7,5 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,7°C | Umid: 71,9% | Press: 994,0 hPa | Vento: 5,8 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,7°C | Umid: 69,7% | Press: 991,1 hPa | Vento: 6,0 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,9°C | Umid: 71,4% | Press: 991,3 hPa | Vento: 7,0 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,1°C | Umid: 72,3% | Press: 993,1 hPa | Vento: 7,0 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,2°C | Umid: 70,4% | Press: 990,5 hPa | Vento: 3,7 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,9°C | Umid: 72,7% | Press: 991,0 hPa | Vento: 6,5 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,6°C | Umid: 67,1% | Press: 992,8 hPa | Vento: 4,1 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,8°C | Umid: 72,4% | Press: 991,4 hPa | Vento: 3,9 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,5°C | Umid: 59,9% | Press: 993,5 hPa | Vento: 6,4 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 23,0°C | Umid: 70,3% | Press: 992,3 hPa | Vento: 4,7 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,6°C | Umid: 63,1% | Press: 992,8 hPa | Vento: 5,2 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 23,1°C | Umid: 59,0% | Press: 992,4 hPa | Vento: 5,2 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 20,9°C | Umid: 66,0% | Press: 994,8 hPa | Vento: 7,2 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,3°C | Umid: 66,2% | Press: 994,6 hPa | Vento: 6,8 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,7°C | Umid: 71,4% | Press: 992,2 hPa | Vento: 5,9 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 23,2°C | Umid: 72,6% | Press: 990,4 hPa | Vento: 5,5 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 21,7°C | Umid: 63,0% | Press: 993,0 hPa | Vento: 5,7 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 23,1°C | Umid: 57,8% | Press: 993,2 hPa | Vento: 6,4 m/s
2025-07-23 15:49:24 [INFO] [2025-07-23 15:49:24] Temp: 22,0°C | Umid: 70,5% | Press: 990,9 hPa | Vento: 4,8 m/s
